Chave do item;ID do item;Resumo;Situação;Componente(s);Componente(s);Componente(s);Campo personalizado (Valor Inicial);Campo personalizado (Meta para o Valor);Campo personalizado (Valor Atual);Campo personalizado (Objetivo);Campo personalizado (Resultado Chave);Campo personalizado (Ciclo da Iniciativa);Campo personalizado (Check In);Campo personalizado (Completude);Campo personalizado (Lista de céulas OKRs);Campo personalizado (Observação para PI Planning);Campo personalizado (Quando Será Medido?);Campo personalizado (Transbordo);Rótulos;Rótulos;Campo personalizado (% Avanço);Campo personalizado (Empresa BS);Link de item interno (Relate);Link de item interno (Relate);Link de item interno (Relate);Link de item interno (Relate);Link de item interno (Relate);Link de item interno (Relate);Link de item interno (Relate);Link de item interno (Relate);Link de item interno (Relate);Link de item interno (Relate);Link de item interno (Relate);Link de item interno (Relate);Link de item interno (Relate);Link de item interno (Relate);Link de item interno (Relate);Link de item interno (Relate);Link de item interno (Relate);Link de item interno (Relate);Link de item interno (Relate);Link de item interno (Relate);Link externo de item (Relate);Link externo de item (Relate);Link externo de item (Relate);Link externo de item (Relate);Link externo de item (Relate);Link externo de item (Relate);Link externo de item (Relate);Link externo de item (Relate);Link externo de item (Relate);Link externo de item (Relate);Link externo de item (Relate);Link externo de item (Relate);Link externo de item (Relate);Link externo de item (Relate);Link externo de item (Relate);Link externo de item (Relate);Link externo de item (Relate);Link externo de item (Relate);Link externo de item (Relate);Link externo de item (Relate);Link externo de item (Relate);Link externo de item (Relate);Link externo de item (Relate);Link externo de item (Relate);Link externo de item (Relate);Link externo de item (Relate);Link externo de item (Relate)
SGTIJIRA01-51229;723131;"OKR1.3 Potencializar a experiência do corretor de seguros, promovendo segurança e entregando jornadas fluídas, otimizadas e integradas no portal de negócio";FINALIZADO;PI#4DIG;PI#5DIG;;0.0;5%;5%;"O1 Potencializar a experiência do corretor de seguros, promovendo segurança e entregando jornadas fluídas, otimizadas e integradas no portal de negócio";KR1.3 Aumentar a conversão de leads em 5%;Ciclo 2025;;Atingiu a Meta;;OKR Estratégica foi finalizada na PI#4;;Não;VS_Corretor_Portal;;100.0;Digital;;;;;;;;;;;;;;;;;;;;;SGTIJIRA01-51234;SGTIJIRA01-58349;;;;;;;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-51228;723130;"OKR1.2 Potencializar a experiência do corretor de seguros, promovendo segurança e entregando jornadas fluídas, otimizadas e integradas no portal de negócio";Em Progresso;PI#4DIG;PI#5DIG;;0.0;2;1;"O1 Potencializar a experiência do corretor de seguros, promovendo segurança e entregando jornadas fluídas, otimizadas e integradas no portal de negócio";KR1.2 Implementar duas jornadas de personalização de perfis;Ciclo 2025;;;;;Medição ao final do 4º trim;;VS_Corretor_Portal;;50.0;Digital;SGTIJIRA01-58169;;;;;;;;;;;;;;;;;;;;SGTIJIRA01-51233;;;;;;;;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-51227;723129;"OKR1.1 Potencializar a experiência do corretor de seguros, promovendo segurança e entregando jornadas fluídas, otimizadas e integradas no portal de negócio";Em Progresso;PI#4DIG;PI#5DIG;;49.6;60;60;"O1 Potencializar a experiência do corretor de seguros, promovendo segurança e entregando jornadas fluídas, otimizadas e integradas no portal de negócio";KR1.1 Aumentar a autenticação de forma individualizada e segura de corretoras aptas de 49.6% para 60%;Ciclo 2025;;;;;Medição ao final do 4º trim;;VS_Corretor_Portal;;100.0;Digital;SGTIJIRA01-58168;;;;;;;;;;;;;;;;;;;;SGTIJIRA01-51232;;;;;;;;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-51226;723128;OKR1.3.1.1 Otimizar os processos operacionais dos corretores por meio de soluções de autosserviço;FINALIZADO;PI#4DIG;;;0.0;3;3;O1.3.1 Otimizar os processos operacionais dos corretores por meio de soluções de autosserviço;KR1.3.1.1 Implantar 03 novas melhorias nas jornadas de autosserviços para BIA/WPP;Ciclo 2025;4;Atingiu a Meta;;;;Não;VS_Corretor_Mobilidade;;100.0;Digital;SGTIJIRA01-51220;;;;;;;;;;;;;;;;;;;;SDIGBSBI00-5220;SDIGBSBI00-5219;SDIGBSBI00-5230;;;;;;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-51225;723127;OKR1.4.1.1 Otimizar os processos operacionais dos corretores por meio de soluções de autosserviço.;FINALIZADO;PI#4DIG;;;0.0;2;2;O1.4.1 Otimizar os processos operacionais dos corretores por meio de soluções de autosserviço.       ;KR1.4.1.1 Implantar 2 novas melhorias nas jornadas de autosserviços para APP;Ciclo 2025;4;Atingiu a Meta;;;;Não;VS_Corretor_Mobilidade;;100.0;Digital;;;;;;;;;;;;;;;;;;;;;SDIGBSMO03-2168;SGTIJIRA01-51276;SDIGBSMO03-1895;;;;;;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-51224;723126;OKR1.2.1.2 Centralizar o atendimento dos corretores;FINALIZADO;PI#4DIG;;;0.0;1;1;O1.2.1 Centralizar o atendimento dos corretores;KR1.2.1.2 Entregar a cotação Viva Mais;Ciclo 2025;4;Atingiu a Meta;;;;Não;VS_Corretor_Mobilidade;;100.0;Digital;SGTIJIRA01-51219;;;;;;;;;;;;;;;;;;;;SDIGBSMO03-1764;;;;;;;;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-51223;723125;OKR1.2.1.1 Centralizar o atendimento dos corretores ;FINALIZADO;PI#4DIG;;;0.0;10;10;O1.2.1 Centralizar o atendimento dos corretores;KR1.2.1.1 Implantar 10 métricas de observabilidade no canal;Ciclo 2025;3;Atingiu a Meta;;;;Não;VS_Corretor_Mobilidade;;100.0;Digital;SGTIJIRA01-51219;SDIGBSBI00-5216;;;;;;;;;;;;;;;;;;;SDIGBSBI00-5350;SDIGBSBI00-5297;;;;;;;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-51222;723124;OKR1.1.1.2 Promover jornadas para o corretor se autosservir;FINALIZADO;PI#4DIG;;;0.0;7;7;O1.1.1 Promover jornadas para o corretor se autosservir;KR1.1.1.2 Implantar 7 novas jornadas de autosserviço para app;Ciclo 2025;4;Atingiu a Meta;;;;Não;VS_Corretor_Mobilidade;;100.0;Digital;SGTIJIRA01-51218;;;;;;;;;;;;;;;;;;;;SDIGBSMO03-4;SDIGBSMO03-2041;SDIGBSMO03-2008;SDIGBSMO03-2013;SDIGBSMO03-2042;SDIGBSMO03-15;SDIGBSMO03-2040;;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-51221;723123;OKR1.1.1.1 Promover jornadas para o corretor se autosservir;FINALIZADO;PI#4DIG;;;0.0;4;4;O1.1.1 Promover jornadas para o corretor se autosservir;KR1.1.1.1 Implantar 6 novas jornadas de autosserviço para bia/wpp;Ciclo 2025;4;Atingiu a Meta;;;;Não;VS_Corretor_Mobilidade;;100.0;Digital;SGTIJIRA01-51218;;;;;;;;;;;;;;;;;;;;SDIGBSBI00-2737;SDIGBSBI00-1751;SDIGBSBI00-5180;SDIGBSBI00-1784;;;;;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-51220;723122;OKR1.3 Centralizar o atendimento dos corretores de forma resolutiva e proporcionar alternativa de trabalho mobile;Em Progresso;PI#4DIG;PI#5DIG;;0.0;7;;O1 Centralizar o atendimento dos corretores de forma resolutiva e proporcionar alternativa de trabalho mobile;KR1.3 Aumentar em 7% o número de acessos no WPP em relação a 2024;Ciclo 2025;;;;;Medição ao final do 4º trim;;VS_Corretor_Mobilidade;;31.0;Digital;;;;;;;;;;;;;;;;;;;;;SGTIJIRA01-51226;SGTIJIRA01-58124;;;;;;;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-51219;723121;OKR1.2 Centralizar o atendimento dos corretores de forma resolutiva e proporcionar alternativa de trabalho mobile;Em Progresso;PI#4DIG;PI#5DIG;;0.0;3;0;O1 Centralizar o atendimento dos corretores de forma resolutiva e proporcionar alternativa de trabalho mobile;KR1.2 Aumentar 3% o número de usuários únicos no APP e WPP em relação a 2024;Ciclo 2025;1;Atingiu Parcialmente a Meta;;;Medição ao final do 4º trim;Não;VS_Corretor_Mobilidade;;55.0;Digital;SGTIJIRA01-58123;;;;;;;;;;;;;;;;;;;;SGTIJIRA01-51224;SGTIJIRA01-51223;SGTIJIRA01-58122;;;;;;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-51218;723096;OKR1.1 Centralizar o atendimento dos corretores de forma resolutiva e proporcionar alternativa de trabalho mobile;Em Progresso;PI#4DIG;PI#5DIG;;0.0;10;;O1 Centralizar o atendimento dos corretores de forma resolutiva e proporcionar alternativa de trabalho mobile;KR1.1 Reduzir o volume de atendimento humano em 10%;Ciclo 2025;;;;;Medição ao final do 4º trim;;VS_Corretor_Mobilidade;;0.0;Digital;;;;;;;;;;;;;;;;;;;;;SGTIJIRA01-51222;SGTIJIRA01-51221;SGTIJIRA01-58121;;;;;;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-51216;722498;"OKR1.2 Melhorar cada vez mais a jornada do corretor Bradesco Dental, contribuindo com soluções ágeis para auxiliá-lo nas vendas e no controle de sua carteira de clientes em 2025";Em Progresso;PI#4DIG;PI#5DIG;;0.0;5;0;"O1 Melhorar cada vez mais a jornada do corretor Bradesco Dental, contribuindo com soluções ágeis para auxiliá-lo nas vendas e no controle de sua carteira de clientes em 2025";KR1.2 Aumento de 5% nas propostas sem erros de transmissão para Bradesco PF;Ciclo 2025;;;;;Medição ao final do 4º trim;Não;VS_Corretor_Odontoprev;;0.0;Digital;;;;;;;;;;;;;;;;;;;;;SGTIJIRA01-51278;;;;;;;;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-51212;721940;"OKR1.1 Melhorar cada vez mais a jornada do corretor Bradesco Dental, contribuindo com soluções ágeis para auxiliá-lo nas vendas e no controle de sua carteira de clientes em 2025";Em Progresso;PI#4DIG;PI#5DIG;;0.0;5;0;"O1 Melhorar cada vez mais a jornada do corretor Bradesco Dental, contribuindo com soluções ágeis para auxiliá-lo nas vendas e no controle de sua carteira de clientes em 2025";KR1.1 Diminuir em 5% de SLA de implantação de propostas Bradesco PF;Ciclo 2025;;;;;Medição ao final do 4º trim;Não;VS_Corretor_Odontoprev;;0.0;Digital;;;;;;;;;;;;;;;;;;;;;SGTIJIRA01-51277;;;;;;;;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-51206;719313;OKR1.1.4.1 Tornar a jornada de contratação do Auto Frota mais atrativa;FINALIZADO;PI#7BAR;;;0.0;2;2;O1.1.4 Tornar a jornada de contratação do Auto Frota mais atrativa;KR 1.1.4.1 Conceder condições diferenciadas  para corretores  ;Ciclo 2025;4;Atingiu a Meta;BAR Melhorias Auto Frota;;Medição ao final do 3º trim;Não;Desenvolvimento_Produto_AUTO;;100.0;BARE;;;;;;;;;;;;;;;;;;;;;SBARMEAR00-2748;SBARMEAR00-2747;SGTIJIRA01-51172;;;;;;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-51205;719310;OKR1.1.3.1 Melhorar a eficiência e a eficácia do processo de contratação de seguros automóvel para Frota;FINALIZADO;PI#7BAR;;;0.0;4;4;O1.1.3 Melhorar a eficiência e a eficácia do processo de contratação de seguros automóvel para Frota;KR 1.1.3.1 Implantar melhorias no processo de cotação de emissão e Endosso:;Ciclo 2025;4;Atingiu a Meta;BAR Melhorias Auto Frota;;Medição ao final do 3º trim;Não;Desenvolvimento_Produto_AUTO;;100.0;BARE;;;;;;;;;;;;;;;;;;;;;SBARMEAR00-2729;SBARMEAR00-2756;SGTIJIRA01-51172;SBARMEAR00-2730;SBARMEAR00-2728;SBARMEAR00-2727;;;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-51204;719194;OKR1.2.3.1 Ampliar as possibilidades de pagamento do Residencial sob medida;FINALIZADO;PI#7BAR;;;0.0;1;1;O1.2.3 Ampliar as possibilidades de pagamento do Residencial sob medida;KR1.2.3.1 Implantar a jornada de pagamento por pontos Livelo para o Residencial sob medida;Ciclo 2025;4;Atingiu a Meta;"BAR Pagamento Livelo Residencial

";;Medição ao final do 3º trim;Não;Desenvolvimento_Comercialização_Produto_RE;;100.0;BARE;;;;;;;;;;;;;;;;;;;;;SBARREBP07-108;SBARREBP07-106;SGTIJIRA01-51135;SBARREBP07-111;SBARREBP07-11;SBARREBP07-112;SBARREBP07-1;SBARREBP07-107;SBARREBP07-110;SBAREBIX00-1233;;;;;;;;;;;;;;;;;
SGTIJIRA01-51202;719020;OKR1.1 Atender as demandas regulatórias aplicadas ao mercado da BARE;Em Progresso;PI#7BAR;PI#8BAR;;0.0;100;0;O1 Atender as demandas regulatórias aplicadas ao mercado da BARE;KR1.1 Atender 100% as demandas regulatórias destinadas a célula;Ciclo 2025;;;"BAR Registro Eletrônico das operações de seguros, e de resseguro";;Medição ao final do 4º trim;Não;Célula_solo;;0.0;BARE;;;;;;;;;;;;;;;;;;;;;SGTIJIRA01-51203;;;;;;;;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-51201;718814;"OKR1.1.3.1 Garantir a rastreabilidade das ações relacionadas ao Sinistro RE pelo corretor, vinculadas ao nível de CPF";FINALIZADO;PI#7BAR;;;0.0;1;1;"O1.1.3 Garantir a rastreabilidade das ações relacionadas ao Sinistro RE pelo corretor, vinculadas ao nível de CPF";"KR1.1.3.1 Identificar as ações do corretor por CPF, relacionadas ao  Sinistro RE (Produtos Residenciais)";Ciclo 2025;3;Atingiu a Meta;BAR Modernização de Aviso Sinistro;;Medição ao final do 3º trim;Não;Sinistro_RE;;100.0;BARE;;;;;;;;;;;;;;;;;;;;;SGTIJIRA01-51165;SBARSREF00-46;;;;;;;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-51200;718365;"OKR1.1.2.1 Tornar o produto mais atrativos com novos serviços, coberturas e parcerias";FINALIZADO;PI#7BAR;;;0.0;4;4;"O1.1.2 Tornar o produto mais atrativos com novos serviços, coberturas e parcerias";KR 1.1.2.1 Disponibilizar aos corretores/segurados  4 novas opções de contratação de seguros;Ciclo 2025;4;Atingiu a Meta;BAR Melhorias Auto;;Medição ao final do 3º trim;Não;Desenvolvimento_Produto_AUTO;;100.0;BARE;;;;;;;;;;;;;;;;;;;;;SBARMEAI00-2249;SGTIJIRA01-51172;SBARMEAI00-2253;SBARMEAI00-2256;SBARMEAI00-2258;;;;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-51199;718363;OKR1.1.1.2 Expandir a ferramenta de GCN individual - Cotação;FINALIZADO;PI#7BAR;;;0.0;2;2;O1.1.1 Expandir a ferramenta de GCN individual - Cotação;KR 1.1.1.2 Entregar 2 melhorias no sistema de cotação do Auto Individual;Ciclo 2025;4;Atingiu a Meta;BAR Melhorias Auto;;Medição ao final do 3º trim;Não;Desenvolvimento_Produto_AUTO;;100.0;BARE;;;;;;;;;;;;;;;;;;;;;SBARMEAI00-2251;SBARMEAI00-2254;SGTIJIRA01-51172;;;;;;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-51197;717923;OKR1.4.3.1 Aumentar o alcance da comercialização de seguros Bradesco em parceiros;FINALIZADO;PI#7BAR;;;0.0;1;1;O1.4.3 Aumentar o alcance da comercialização de seguros Bradesco em parceiros;KR1.4.3.1 Habilitar a integração de um novo parceiro (SICRED);Ciclo 2025;4;Atingiu a Meta;BAR Multicalculo AUTO;;Medição ao final do 3º trim;Não;VS_Parcerias_Auto;;100.0;BARE;;;;;;;;;;;;;;;;;;;;;SBARWSBL02-2562;SGTIJIRA01-51127;;;;;;;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-51195;717824;OKR1.4.1.2 Melhorar a jornada de endosso do parceiro;FINALIZADO;PI#7BAR;PI#8BAR;;0.0;3;3;O1.4.1 Melhorar a jornada de endosso do parceiro;KR1.4.1.2 Disponibilizar 3 melhorias/novas APIs para detalhamento do endosso;Ciclo 2025;5;Atingiu a Meta;BAR Multicalculo AUTO;;Medição ao final do 4º trim;Sim;VS_Parcerias_Auto;;100.0;BARE;;;;;;;;;;;;;;;;;;;;;SBARWSBL02-2556;SGTIJIRA01-51127;;;;;;;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-51193;717784;"OKR1.1.1.2 Aprimorar a jornada de pagamentos por meio da integração via API, com um modelo mais atualizado e em linha com a estratégia de mercado";FINALIZADO;PI#7BAR;;;0.0;1;1;"O1.1.1 Aprimorar a jornada de pagamentos por meio da integração via API, com um modelo mais atualizado e em linha com a estratégia de mercado
";KR1.1.1.2 Implementar a possibilidade de parcelamento do prêmio de produtos RE na jornada de parceiros;Ciclo 2025;2;Atingiu a Meta;BAR Parcerias & Multicálculo RE;;Medição ao final do 3º trim;Não;Parcerias_RE;;100.0;BARE;;;;;;;;;;;;;;;;;;;;;SBAROPBR00-1625;SGTIJIRA01-51154;;;;;;;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-51192;717758;"OKR1.1.1.1 Aprimorar a jornada de pagamentos por meio da integração via API, com um modelo mais atualizado e em linha com a estratégia de mercado";FINALIZADO;PI#7BAR;;;0.0;1;1;"O1.1.1 Aprimorar a jornada de pagamentos por meio da integração via API, com um modelo mais atualizado e em linha com a estratégia de mercado
";KR1.1.1.1 Implementar a oferta de  pagamento via Pix;Ciclo 2025;4;Atingiu a Meta;BAR Parcerias & Multicálculo RE;;Medição ao final do 3º trim;Não;Parcerias_RE;;100.0;BARE;SBAROPBR00-1624;;;;;;;;;;;;;;;;;;;;SGTIJIRA01-51154;;;;;;;;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-51189;716621;OKR1.4.1.1 Melhorar a jornada de endosso do parceiro;FINALIZADO;PI#7BAR;;;0.0;1;1;O1.4.1 Melhorar a jornada de endosso do parceiro;KR1.4.1.1 Disponibilizar 1 opção de endosso para multicálculos;Ciclo 2025;4;Atingiu a Meta;BAR Multicalculo AUTO;;Medição ao final do 3º trim;Não;VS_Parcerias_Auto;;100.0;BARE;;;;;;;;;;;;;;;;;;;;;SGTIJIRA01-51127;SBARWSBL02-2558;;;;;;;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-51187;715779;OKR1.2.2.2 Melhorar a jornada de contratação para o corretor;FINALIZADO;PI#7BAR;;;0.0;5;5;O1.2.2 Melhorar a jornada de contratação para o corretor;KR1.2.2.2 Implantar as 5 melhorias mais solicitadas pelos corretores Pré-Formatado;Ciclo 2025;4;Atingiu a Meta;BAR Comercialização dos Produtos Pré-Formatados;;Medição ao final do 3º trim;Não;Desenvolvimento_Comercialização_Produto_RE;;100.0;BARE;;;;;;;;;;;;;;;;;;;;;SGTIJIRA01-51135;SBARREBP06-2;SBARREBP06-6;SBARREBP06-4;SBARREBP06-5;SBARREBP06-1;;;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-51186;715778;OKR1.2.2.1 Melhorar a jornada de contratação para o corretor;FINALIZADO;PI#7BAR;;;0.0;2;2;O1.2.2 Melhorar a jornada de contratação para o corretor;KR1.2.2.1 Implantar novo layout de cotação para 2 produtos negociáveis RE;Ciclo 2025;3;Atingiu a Meta;BAR Comercialização RE Negociáveis;;Medição ao final do 3º trim;Não;Desenvolvimento_Comercialização_Produto_RE;;100.0;BARE;;;;;;;;;;;;;;;;;;;;;SBAREBIX00-1233;SBAREBIX00-1194;SGTIJIRA01-51135;;;;;;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-51185;715777;OKR1.2.1.1 Melhorar a jornada do corretor no fluxo de renovação do Residencial sob Medida;FINALIZADO;PI#7BAR;;;0.0;40;40;O1.2.1 Melhorar a jornada do corretor no fluxo de renovação do Residencial sob Medida;KR1.2.1.1 Aumentar o índice de renovação Residencial sob Medida Rede para 40%;Ciclo 2025;4;Atingiu a Meta;"BAR Produtos RE Negociáveis
";;Medição ao final do 3º trim;Não;Desenvolvimento_Comercialização_Produto_RE;;100.0;BARE;;;;;;;;;;;;;;;;;;;;;SGTIJIRA01-51135;SBARREBP05-3;SBARREBP05-4;SBARREBP05-5;SBARREBP05-6;SBARREBP05-1;SBARREBP05-2;SBARREBP05-7;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-51178;715143;"OKR1.2 Transformar a experiência de sinistro auto em um modelo de excelência, unificando sistemas e automatizando processos";A Fazer;PI#7BAR;PI#8BAR;;43000.0;38000;0;"O1 Transformar a experiência de sinistro auto em um modelo de excelência, unificando sistemas e automatizando processos";KR1.2 Diminuir o número de interações mensais nas centrais de atendimento do cliente e corretor;Ciclo 2025;;;"BAR Integração Aviso e Acompanhamento
BAR Gestão Sinistro Auto
BAR Run The Business Sinistro
BAR Habilitação e Modernização de Novos Produtos Auto";Não teremos OKRs táticas na PI#8 contribuindo para a OKR estratégica 1.2.;Medição ao final do 4º trim;Não;Sinistro_AUTO;;0.0;BARE;;;;;;;;;;;;;;;;;;;;;SGTIJIRA01-50157;;;;;;;;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-51177;714865;"OKR6.6.6.2 Otimizar o processo de criação e/ou alteração de elegibilidades e ofertas dos produtos, serviços e coberturas, reduzindo o tempo de implementação";FINALIZADO;PI#7BAR;;;0.0;1;0;"O6.6.6 Otimizar o processo de criação e/ou alteração de elegibilidades e ofertas dos produtos, serviços e coberturas, reduzindo o tempo de implementação";"KR6.6.6.2 Implementar módulos de cadastro e vinculo de ofertas dos produtos de forma estratégica e personalizada considerando região, canais, etc. Ausência de flexibilização de ofertas  distintas para  flexibilização total e instantânea";Ciclo 2025;4;Não Atingiu a Meta;BAR Novos Produtos;;Medição ao final do 3º trim;Não;Desenvolvimento_Produto_AUTO;;0.0;BARE;;;;;;;;;;;;;;;;;;;;;SBARCPBA00-2564;SBARCPBA00-2718;SGTIJIRA01-50031;;;;;;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-51176;714864;"OKR6.6.6.1 Otimizar o processo de criação e/ou alteração de elegibilidades e ofertas dos produtos, serviços e coberturas, reduzindo o tempo de implementação";FINALIZADO;PI#7BAR;;;0.0;1;1;"O6.6.6 Otimizar o processo de criação e/ou alteração de elegibilidades e ofertas dos produtos, serviços e coberturas, reduzindo o tempo de implementação";"KR6.6.6.1 Concluir o 1  módulo do configurador de produtos concluindo a etapa de elegibilidade, possibilitando que a elegibilidade de coberturas seja atribuída  de forma instantânea pelo negócio, sem necessidade de atuação da TI
";Ciclo 2025;4;Atingiu a Meta;BAR Novos Produtos;;Medição ao final do 3º trim;Não;Desenvolvimento_Produto_AUTO;;100.0;BARE;SGTIJIRA01-50022;;;;;;;;;;;;;;;;;;;;SGTIJIRA01-50031;SBARCPBA00-2720;;;;;;;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-51175;714863;"OKR1.4 Ampliar e fortalecer o portifólio de produtos AUTO, promovendo competitividade e eficiência por meio de modelos flexíveis e inteligentes de precificação e subscrição e trazendo rentabilidade para a companhia e aumento market share.";A Fazer;PI#7BAR;PI#8BAR;;0.0;0;0;"O1 Ampliar e fortalecer o portifólio de produtos AUTO, promovendo competitividade e eficiência por meio de modelos flexíveis e inteligentes de precificação e subscrição e trazendo rentabilidade para a companhia e aumento market share.";KR1.4 Expandir o produto para auto contratação;Ciclo 2025;;;"BAR Melhorias Auto Individual
BAR Melhorias Auto Frota
BAR Novos Produtos
BAR Precificação e Aceitação de Risco Auto";Não teremos OKRs táticas na PI#8 contribuindo para a OKR estratégica 1.4;Medição ao final do 4º trim;Não;Desenvolvimento_Produto_AUTO;;0.0;BARE;;;;;;;;;;;;;;;;;;;;;SGTIJIRA01-50018;;;;;;;;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-51174;714862;"OKR1.3 Ampliar e fortalecer o portifólio de produtos AUTO, promovendo competitividade e eficiência por meio de modelos flexíveis e inteligentes de precificação e subscrição e trazendo rentabilidade para a companhia e aumento market share.";Em Progresso;PI#8BAR;;;0.0;0;0;"O1 Ampliar e fortalecer o portifólio de produtos AUTO, promovendo competitividade e eficiência por meio de modelos flexíveis e inteligentes de precificação e subscrição e trazendo rentabilidade para a companhia e aumento market share.";KR1.3 Melhorar a sinistralidade em X%;Ciclo 2025;;;"BAR Melhorias Auto Individual
BAR Melhorias Auto Frota
BAR Novos Produtos
BAR Precificação e Aceitação de Risco Auto";;Medição ao final do 4º trim;Não;Desenvolvimento_Produto_AUTO;;0.0;BARE;SGTIJIRA01-51596;SGTIJIRA01-58136;SGTIJIRA01-51595;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-51173;714861;"OKR1.2 Ampliar e fortalecer o portifólio de produtos AUTO, promovendo competitividade e eficiência por meio de modelos flexíveis e inteligentes de precificação e subscrição e trazendo rentabilidade para a companhia e aumento market share.";A Fazer;PI#7BAR;PI#8BAR;;0.0;0;0;"O1 Ampliar e fortalecer o portifólio de produtos AUTO, promovendo competitividade e eficiência por meio de modelos flexíveis e inteligentes de precificação e subscrição e trazendo rentabilidade para a companhia e aumento market share.";KR1.2 Melhorar o índice de renovação em X%;Ciclo 2025;;;"BAR Melhorias Auto Individual
BAR Melhorias Auto Frota
BAR Novos Produtos
BAR Precificação e Aceitação de Risco Auto";Não teremos OKRs táticas na PI#8 contribuindo para a OKR estratégica 1.2;Medição ao final do 4º trim;Não;Desenvolvimento_Produto_AUTO;;0.0;BARE;SGTIJIRA01-39822;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-51172;714860;"OKR1.1 Ampliar e fortalecer o portifólio de produtos AUTO, promovendo competitividade e eficiência por meio de modelos flexíveis e inteligentes de precificação e subscrição e trazendo rentabilidade para a companhia e aumento market share.";Em Progresso;PI#7BAR;PI#8BAR;;0.0;0;0;"O1 Ampliar e fortalecer o portifólio de produtos AUTO, promovendo competitividade e eficiência por meio de modelos flexíveis e inteligentes de precificação e subscrição e trazendo rentabilidade para a companhia e aumento market share.";KR1.1 Melhorar a taxa de conversão em X%;Ciclo 2025;;;"BAR Melhorias Auto Individual
BAR Melhorias Auto Frota
BAR Novos Produtos
BAR Precificação e Aceitação de Risco Auto";;Medição ao final do 4º trim;Não;Desenvolvimento_Produto_AUTO;;0.0;BARE;SGTIJIRA01-51198;SGTIJIRA01-51199;SGTIJIRA01-51200;SGTIJIRA01-51205;SGTIJIRA01-51206;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-51171;714813;OKR1.1.2.1 Melhorar o processos de enquadramento de causa e natureza na abertura de aviso de sinistro residencial;FINALIZADO;PI#7BAR;;;0.0;21;21;O1.1.2 Melhorar o processos de enquadramento de causa e natureza na abertura de aviso de sinistro residencial;KR1.1.2.1 Realizar o enquadramento correto da causa e natureza de 21 jornadas de sinistro Residencial;Ciclo 2025;4;Atingiu a Meta;BAR Modernização de Aviso Sinistro;;Medição ao final do 3º trim;Não;Sinistro_RE;;100.0;BARE;;;;;;;;;;;;;;;;;;;;;SBARSREF00-44;SGTIJIRA01-51165;;;;;;;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-51170;714812;OKR1.1.1.2 Facilitar a gestão de processos e simplificar a regulação de sinistro;FINALIZADO;PI#7BAR;;;0.0;1;1;O1.1.1 Facilitar a gestão de processos e simplificar a regulação de sinistro;KR1.1.1.2 Implantar uma melhoria de gestão;Ciclo 2025;2;Atingiu a Meta;BAR Gestão de Sinistro RE;;Medição ao final do 3º trim;Não;Sinistro_RE;;100.0;BARE;;;;;;;;;;;;;;;;;;;;;SBARSIRE00-703;SGTIJIRA01-51165;;;;;;;;;;;;;;;;;;;;;;;;;
